# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-09-17 15:21:58	Duration	
T0000347_ch1	2	2	1	0	2012-09-17 15:41:06	0.6	
T0000348_ch1	2	1	0	2	2012-09-17 15:41:16	0.6	
T0000349_ch1	3	0	0	1	2012-09-17 15:41:33	0.8	
T0000350_ch1	1	2	2	0	2012-09-17 15:41:38	0.6	
T0000351_ch1	1	0	1	2	2012-09-17 15:41:40	1.8	
T0000352_ch1	7	1	0	0	2012-09-17 15:41:45	0.6	
T0000353_ch1	3	1	0	0	2012-09-17 15:41:46	0.6	
T0000354_ch1	2	1	0	0	2012-09-17 15:41:47	0.6	
T0000355_ch1	1	0	0	2	2012-09-17 15:41:48	1.0	
T0000356_ch1	5	2	2	2	2012-09-17 15:41:51	1.9	
T0000357_ch1	4	1	1	0	2012-09-17 15:41:54	0.6	
T0000358_ch1	4	0	2	1	2012-09-17 15:41:55	0.7	
T0000359_ch1	4	2	0	0	2012-09-17 15:41:57	0.6	
T0000360_ch1	2	2	1	0	2012-09-17 15:41:58	0.6	
T0000361_ch1	5	1	1	2	2012-09-17 15:42:02	1.3	
T0000362_ch1	0	1	0	0	2012-09-17 15:42:07	0.8	
T0000363_ch1	2	0	0	0	2012-09-17 15:42:08	0.6	
T0000364_ch1	1	0	0	4	2012-09-17 15:42:09	1.3	
T0000365_ch1	1	0	0	1	2012-09-17 15:42:13	0.6	
T0000366_ch1	5	5	0	2	2012-09-17 15:42:19	1.8	
T0000367_ch1	4	1	1	0	2012-09-17 15:42:29	0.8	
T0000368_ch1	11	4	0	3	2012-09-17 15:42:32	1.8	
T0000369_ch1	3	3	2	0	2012-09-17 15:42:35	1.0	
T0000370_ch1	1	0	0	2	2012-09-17 15:42:38	1.0	
T0000371_ch1	4	1	1	3	2012-09-17 15:42:43	1.2	
T0000372_ch1	4	1	0	0	2012-09-17 15:42:45	0.6	
T0000373_ch1	0	1	0	4	2012-09-17 15:42:47	1.4	
T0000374_ch1	3	2	1	3	2012-09-17 15:42:51	1.2	
T0000375_ch1	2	1	0	2	2012-09-17 15:42:53	1.0	
T0000376_ch1	3	3	0	2	2012-09-17 15:43:02	1.5	
T0000377_ch1	8	0	0	0	2012-09-17 15:43:08	0.6	
T0000378_ch1	4	5	1	2	2012-09-17 15:43:14	1.3	
T0000379_ch1	7	1	1	0	2012-09-17 15:43:16	1.0	
T0000380_ch1	7	0	0	0	2012-09-17 15:43:18	0.7	
T0000381_ch1	2	4	1	0	2012-09-17 15:43:20	1.0	
T0000382_ch1	10	4	1	3	2012-09-17 15:43:24	2.3	
T0000383_ch1	2	4	2	0	2012-09-17 15:43:29	0.9	
T0000384_ch1	6	2	0	0	2012-09-17 15:43:30	0.6	
T0000385_ch1	5	2	0	0	2012-09-17 15:43:37	0.6	
