# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-09-21 15:49:53	Duration	
T0000258_ch1	3	2	0	0	2012-09-21 16:16:28	3.1	
T0000259_ch1	2	0	0	0	2012-09-21 16:16:32	0.7	
T0000260_ch1	5	0	0	0	2012-09-21 16:16:43	0.6	
T0000261_ch1	3	0	0	0	2012-09-21 16:16:53	1.0	
T0000262_ch1	3	0	0	1	2012-09-21 16:16:54	0.6	
T0000263_ch1	2	1	0	0	2012-09-21 16:16:55	1.5	
T0000264_ch1	2	0	0	0	2012-09-21 16:16:59	0.6	
T0000265_ch1	1	0	0	0	2012-09-21 16:17:11	0.6	
T0000266_ch1	2	0	0	0	2012-09-21 16:17:54	0.6	
T0000267_ch1	1	1	0	2	2012-09-21 16:17:55	0.9	
T0000268_ch1	1	1	0	0	2012-09-21 16:18:41	0.6	
T0000269_ch1	5	0	0	0	2012-09-21 16:18:44	1.0	
T0000270_ch1	3	0	0	0	2012-09-21 16:18:50	0.6	
T0000271_ch1	3	1	0	0	2012-09-21 16:18:52	0.6	
T0000272_ch1	4	0	0	0	2012-09-21 16:18:53	0.6	
T0000273_ch1	2	1	0	0	2012-09-21 16:18:55	0.6	
T0000274_ch1	2	1	1	0	2012-09-21 16:19:09	0.6	
T0000275_ch1	3	0	0	0	2012-09-21 16:19:17	0.7	
T0000276_ch1	3	0	0	0	2012-09-21 16:19:20	1.0	
T0000277_ch1	3	0	0	0	2012-09-21 16:19:22	0.6	
T0000278_ch1	3	0	0	0	2012-09-21 16:19:26	0.6	
T0000279_ch1	1	1	0	0	2012-09-21 16:19:27	0.6	
T0000280_ch1	7	2	1	1	2012-09-21 16:20:02	1.0	
T0000281_ch1	5	0	0	2	2012-09-21 16:20:05	0.6	
T0000282_ch1	3	0	0	0	2012-09-21 16:20:07	0.6	
T0000283_ch1	3	0	0	1	2012-09-21 16:20:08	0.6	
T0000284_ch1	2	2	0	0	2012-09-21 16:20:10	0.6	
T0000285_ch1	1	1	1	1	2012-09-21 16:20:12	0.7	
TOTAL		203	61	228	end: 2012-09-21 16:20:28	
P		0.4126	0.1240	0.4634	
